data_as_of,death_year,death_month,jurisdiction_occurrence,drug_involved,time_period,month_ending_date,drug_overdose_deaths,footnote
01/04/2026,2024,1,Region 4,Xylazine,12 month-ending,01/31/2024,1059,
01/04/2026,2024,2,Region 4,Xylazine,12 month-ending,02/29/2024,1071,
01/04/2026,2024,3,Region 4,Xylazine,12 month-ending,03/31/2024,1079,
01/04/2026,2024,4,Region 4,Xylazine,12 month-ending,04/30/2024,1069,
01/04/2026,2024,5,Region 4,Xylazine,12 month-ending,05/31/2024,1060,
01/04/2026,2024,6,Region 4,Xylazine,12 month-ending,06/30/2024,1089,
01/04/2026,2024,7,Region 4,Xylazine,12 month-ending,07/31/2024,1134,
01/04/2026,2024,8,Region 4,Xylazine,12 month-ending,08/31/2024,1177,
01/04/2026,2024,9,Region 4,Xylazine,12 month-ending,09/30/2024,1212,
01/04/2026,2024,10,Region 4,Xylazine,12 month-ending,10/31/2024,1257,
01/04/2026,2024,11,Region 4,Xylazine,12 month-ending,11/30/2024,1335,
01/04/2026,2024,12,Region 4,Xylazine,12 month-ending,12/31/2024,1359,
01/04/2026,2025,1,Region 4,Xylazine,12 month-ending,01/31/2025,1333,
01/04/2026,2025,2,Region 4,Xylazine,12 month-ending,02/28/2025,1305,
01/04/2026,2025,3,Region 4,Xylazine,12 month-ending,03/31/2025,1279,
01/04/2026,2025,4,Region 4,Xylazine,12 month-ending,04/30/2025,1223,
01/04/2026,2025,5,Region 4,Xylazine,12 month-ending,05/31/2025,1175,
01/04/2026,2025,6,Region 4,Xylazine,12 month-ending,06/30/2025,1105,
01/04/2026,2019,1,Region 5,Xylazine,12 month-ending,01/31/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,2,Region 5,Xylazine,12 month-ending,02/28/2019,13,
01/04/2026,2019,3,Region 5,Xylazine,12 month-ending,03/31/2019,18,
01/04/2026,2019,4,Region 5,Xylazine,12 month-ending,04/30/2019,22,
01/04/2026,2019,5,Region 5,Xylazine,12 month-ending,05/31/2019,31,
01/04/2026,2019,6,Region 5,Xylazine,12 month-ending,06/30/2019,38,
01/04/2026,2019,7,Region 5,Xylazine,12 month-ending,07/31/2019,60,
01/04/2026,2019,8,Region 5,Xylazine,12 month-ending,08/31/2019,75,
01/04/2026,2019,9,Region 5,Xylazine,12 month-ending,09/30/2019,83,
01/04/2026,2019,10,Region 5,Xylazine,12 month-ending,10/31/2019,87,
01/04/2026,2019,11,Region 5,Xylazine,12 month-ending,11/30/2019,108,
01/04/2026,2019,12,Region 5,Xylazine,12 month-ending,12/31/2019,116,
01/04/2026,2020,1,Region 5,Xylazine,12 month-ending,01/31/2020,124,
01/04/2026,2020,2,Region 5,Xylazine,12 month-ending,02/29/2020,142,
01/04/2026,2020,3,Region 5,Xylazine,12 month-ending,03/31/2020,149,
01/04/2026,2020,4,Region 5,Xylazine,12 month-ending,04/30/2020,158,
01/04/2026,2020,5,Region 5,Xylazine,12 month-ending,05/31/2020,179,
01/04/2026,2020,6,Region 5,Xylazine,12 month-ending,06/30/2020,191,
01/04/2026,2020,7,Region 5,Xylazine,12 month-ending,07/31/2020,187,
01/04/2026,2020,8,Region 5,Xylazine,12 month-ending,08/31/2020,188,
01/04/2026,2020,9,Region 5,Xylazine,12 month-ending,09/30/2020,196,
01/04/2026,2020,10,Region 5,Xylazine,12 month-ending,10/31/2020,209,
01/04/2026,2020,11,Region 5,Xylazine,12 month-ending,11/30/2020,201,
01/04/2026,2020,12,Region 5,Xylazine,12 month-ending,12/31/2020,211,
01/04/2026,2021,1,Region 5,Xylazine,12 month-ending,01/31/2021,221,
01/04/2026,2021,2,Region 5,Xylazine,12 month-ending,02/28/2021,221,
01/04/2026,2021,3,Region 5,Xylazine,12 month-ending,03/31/2021,241,
01/04/2026,2021,4,Region 5,Xylazine,12 month-ending,04/30/2021,265,
01/04/2026,2021,5,Region 5,Xylazine,12 month-ending,05/31/2021,276,
01/04/2026,2021,6,Region 5,Xylazine,12 month-ending,06/30/2021,298,
01/04/2026,2021,7,Region 5,Xylazine,12 month-ending,07/31/2021,333,
01/04/2026,2021,8,Region 5,Xylazine,12 month-ending,08/31/2021,365,
01/04/2026,2021,9,Region 5,Xylazine,12 month-ending,09/30/2021,395,
01/04/2026,2021,10,Region 5,Xylazine,12 month-ending,10/31/2021,420,
01/04/2026,2021,11,Region 5,Xylazine,12 month-ending,11/30/2021,457,
01/04/2026,2021,12,Region 5,Xylazine,12 month-ending,12/31/2021,475,
01/04/2026,2022,1,Region 5,Xylazine,12 month-ending,01/31/2022,507,
01/04/2026,2022,2,Region 5,Xylazine,12 month-ending,02/28/2022,520,
01/04/2026,2022,3,Region 5,Xylazine,12 month-ending,03/31/2022,538,
01/04/2026,2022,4,Region 5,Xylazine,12 month-ending,04/30/2022,565,
01/04/2026,2022,5,Region 5,Xylazine,12 month-ending,05/31/2022,586,
01/04/2026,2022,6,Region 5,Xylazine,12 month-ending,06/30/2022,605,
01/04/2026,2022,7,Region 5,Xylazine,12 month-ending,07/31/2022,612,
01/04/2026,2022,8,Region 5,Xylazine,12 month-ending,08/31/2022,620,
01/04/2026,2022,9,Region 5,Xylazine,12 month-ending,09/30/2022,618,
01/04/2026,2022,10,Region 5,Xylazine,12 month-ending,10/31/2022,628,
01/04/2026,2022,11,Region 5,Xylazine,12 month-ending,11/30/2022,623,
01/04/2026,2022,12,Region 5,Xylazine,12 month-ending,12/31/2022,640,
01/04/2026,2023,1,Region 5,Xylazine,12 month-ending,01/31/2023,643,
01/04/2026,2023,2,Region 5,Xylazine,12 month-ending,02/28/2023,700,
01/04/2026,2023,3,Region 5,Xylazine,12 month-ending,03/31/2023,729,
01/04/2026,2023,4,Region 5,Xylazine,12 month-ending,04/30/2023,752,
01/04/2026,2023,5,Region 5,Xylazine,12 month-ending,05/31/2023,781,
01/04/2026,2023,6,Region 5,Xylazine,12 month-ending,06/30/2023,808,
01/04/2026,2023,7,Region 5,Xylazine,12 month-ending,07/31/2023,836,
01/04/2026,2023,8,Region 5,Xylazine,12 month-ending,08/31/2023,879,
01/04/2026,2023,9,Region 5,Xylazine,12 month-ending,09/30/2023,939,
01/04/2026,2023,10,Region 5,Xylazine,12 month-ending,10/31/2023,981,
01/04/2026,2023,11,Region 5,Xylazine,12 month-ending,11/30/2023,1027,
01/04/2026,2023,12,Region 5,Xylazine,12 month-ending,12/31/2023,1058,
01/04/2026,2024,1,Region 5,Xylazine,12 month-ending,01/31/2024,1098,
01/04/2026,2024,2,Region 5,Xylazine,12 month-ending,02/29/2024,1102,
01/04/2026,2024,3,Region 5,Xylazine,12 month-ending,03/31/2024,1108,
01/04/2026,2024,4,Region 5,Xylazine,12 month-ending,04/30/2024,1095,
01/04/2026,2024,5,Region 5,Xylazine,12 month-ending,05/31/2024,1092,
01/04/2026,2024,6,Region 5,Xylazine,12 month-ending,06/30/2024,1074,
01/04/2026,2024,7,Region 5,Xylazine,12 month-ending,07/31/2024,1082,
01/04/2026,2024,8,Region 5,Xylazine,12 month-ending,08/31/2024,1076,
01/04/2026,2024,9,Region 5,Xylazine,12 month-ending,09/30/2024,1052,
01/04/2026,2024,10,Region 5,Xylazine,12 month-ending,10/31/2024,1012,
01/04/2026,2024,11,Region 5,Xylazine,12 month-ending,11/30/2024,986,
01/04/2026,2024,12,Region 5,Xylazine,12 month-ending,12/31/2024,974,
01/04/2026,2025,1,Region 5,Xylazine,12 month-ending,01/31/2025,927,
01/04/2026,2025,2,Region 5,Xylazine,12 month-ending,02/28/2025,880,
01/04/2026,2025,3,Region 5,Xylazine,12 month-ending,03/31/2025,837,
01/04/2026,2025,4,Region 5,Xylazine,12 month-ending,04/30/2025,796,
01/04/2026,2025,5,Region 5,Xylazine,12 month-ending,05/31/2025,729,
01/04/2026,2025,6,Region 5,Xylazine,12 month-ending,06/30/2025,681,
01/04/2026,2019,1,Region 6,Xylazine,12 month-ending,01/31/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,2,Region 6,Xylazine,12 month-ending,02/28/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,3,Region 6,Xylazine,12 month-ending,03/31/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,4,Region 6,Xylazine,12 month-ending,04/30/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,5,Region 6,Xylazine,12 month-ending,05/31/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,6,Region 6,Xylazine,12 month-ending,06/30/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,7,Region 6,Xylazine,12 month-ending,07/31/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,8,Region 6,Xylazine,12 month-ending,08/31/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,9,Region 6,Xylazine,12 month-ending,09/30/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,10,Region 6,Xylazine,12 month-ending,10/31/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,11,Region 6,Xylazine,12 month-ending,11/30/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,12,Region 6,Xylazine,12 month-ending,12/31/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2020,1,Region 6,Xylazine,12 month-ending,01/31/2020,,Death counts between 1-9 are suppressed.
01/04/2026,2020,2,Region 6,Xylazine,12 month-ending,02/29/2020,12,
01/04/2026,2020,3,Region 6,Xylazine,12 month-ending,03/31/2020,11,
01/04/2026,2020,4,Region 6,Xylazine,12 month-ending,04/30/2020,14,
01/04/2026,2020,5,Region 6,Xylazine,12 month-ending,05/31/2020,13,
01/04/2026,2020,6,Region 6,Xylazine,12 month-ending,06/30/2020,14,
01/04/2026,2020,7,Region 6,Xylazine,12 month-ending,07/31/2020,15,
01/04/2026,2020,8,Region 6,Xylazine,12 month-ending,08/31/2020,15,
01/04/2026,2020,9,Region 6,Xylazine,12 month-ending,09/30/2020,18,
01/04/2026,2020,10,Region 6,Xylazine,12 month-ending,10/31/2020,19,
01/04/2026,2020,11,Region 6,Xylazine,12 month-ending,11/30/2020,24,
01/04/2026,2020,12,Region 6,Xylazine,12 month-ending,12/31/2020,31,
01/04/2026,2021,1,Region 6,Xylazine,12 month-ending,01/31/2021,32,
01/04/2026,2021,2,Region 6,Xylazine,12 month-ending,02/28/2021,34,
01/04/2026,2021,3,Region 6,Xylazine,12 month-ending,03/31/2021,42,
01/04/2026,2021,4,Region 6,Xylazine,12 month-ending,04/30/2021,46,
01/04/2026,2021,5,Region 6,Xylazine,12 month-ending,05/31/2021,49,
01/04/2026,2021,6,Region 6,Xylazine,12 month-ending,06/30/2021,50,
01/04/2026,2021,7,Region 6,Xylazine,12 month-ending,07/31/2021,53,
01/04/2026,2021,8,Region 6,Xylazine,12 month-ending,08/31/2021,56,
01/04/2026,2021,9,Region 6,Xylazine,12 month-ending,09/30/2021,57,
01/04/2026,2021,10,Region 6,Xylazine,12 month-ending,10/31/2021,62,
01/04/2026,2021,11,Region 6,Xylazine,12 month-ending,11/30/2021,60,
01/04/2026,2021,12,Region 6,Xylazine,12 month-ending,12/31/2021,56,
01/04/2026,2022,1,Region 6,Xylazine,12 month-ending,01/31/2022,53,
01/04/2026,2022,2,Region 6,Xylazine,12 month-ending,02/28/2022,51,
01/04/2026,2022,3,Region 6,Xylazine,12 month-ending,03/31/2022,51,
01/04/2026,2022,4,Region 6,Xylazine,12 month-ending,04/30/2022,49,
01/04/2026,2022,5,Region 6,Xylazine,12 month-ending,05/31/2022,49,
01/04/2026,2022,6,Region 6,Xylazine,12 month-ending,06/30/2022,47,
01/04/2026,2022,7,Region 6,Xylazine,12 month-ending,07/31/2022,51,
01/04/2026,2022,8,Region 6,Xylazine,12 month-ending,08/31/2022,51,
01/04/2026,2022,9,Region 6,Xylazine,12 month-ending,09/30/2022,48,
01/04/2026,2022,10,Region 6,Xylazine,12 month-ending,10/31/2022,48,
01/04/2026,2022,11,Region 6,Xylazine,12 month-ending,11/30/2022,51,
01/04/2026,2022,12,Region 6,Xylazine,12 month-ending,12/31/2022,49,
01/04/2026,2023,1,Region 6,Xylazine,12 month-ending,01/31/2023,52,
01/04/2026,2023,2,Region 6,Xylazine,12 month-ending,02/28/2023,58,
01/04/2026,2023,3,Region 6,Xylazine,12 month-ending,03/31/2023,54,
01/04/2026,2023,4,Region 6,Xylazine,12 month-ending,04/30/2023,49,
01/04/2026,2023,5,Region 6,Xylazine,12 month-ending,05/31/2023,49,
01/04/2026,2023,6,Region 6,Xylazine,12 month-ending,06/30/2023,51,
01/04/2026,2023,7,Region 6,Xylazine,12 month-ending,07/31/2023,48,
01/04/2026,2023,8,Region 6,Xylazine,12 month-ending,08/31/2023,49,
01/04/2026,2023,9,Region 6,Xylazine,12 month-ending,09/30/2023,49,
01/04/2026,2023,10,Region 6,Xylazine,12 month-ending,10/31/2023,45,
01/04/2026,2023,11,Region 6,Xylazine,12 month-ending,11/30/2023,43,
01/04/2026,2023,12,Region 6,Xylazine,12 month-ending,12/31/2023,44,
01/04/2026,2024,1,Region 6,Xylazine,12 month-ending,01/31/2024,42,
01/04/2026,2024,2,Region 6,Xylazine,12 month-ending,02/29/2024,38,
01/04/2026,2024,3,Region 6,Xylazine,12 month-ending,03/31/2024,39,
01/04/2026,2024,4,Region 6,Xylazine,12 month-ending,04/30/2024,43,
01/04/2026,2024,5,Region 6,Xylazine,12 month-ending,05/31/2024,47,
01/04/2026,2024,6,Region 6,Xylazine,12 month-ending,06/30/2024,53,
01/04/2026,2024,7,Region 6,Xylazine,12 month-ending,07/31/2024,54,
01/04/2026,2024,8,Region 6,Xylazine,12 month-ending,08/31/2024,56,
01/04/2026,2024,9,Region 6,Xylazine,12 month-ending,09/30/2024,58,
01/04/2026,2024,10,Region 6,Xylazine,12 month-ending,10/31/2024,66,
01/04/2026,2024,11,Region 6,Xylazine,12 month-ending,11/30/2024,79,
01/04/2026,2024,12,Region 6,Xylazine,12 month-ending,12/31/2024,91,
01/04/2026,2025,1,Region 6,Xylazine,12 month-ending,01/31/2025,90,
01/04/2026,2025,2,Region 6,Xylazine,12 month-ending,02/28/2025,86,
01/04/2026,2025,3,Region 6,Xylazine,12 month-ending,03/31/2025,85,
01/04/2026,2025,4,Region 6,Xylazine,12 month-ending,04/30/2025,87,
01/04/2026,2025,5,Region 6,Xylazine,12 month-ending,05/31/2025,85,
01/04/2026,2025,6,Region 6,Xylazine,12 month-ending,06/30/2025,79,
01/04/2026,2019,1,Region 7,Xylazine,12 month-ending,01/31/2019,0,
01/04/2026,2019,2,Region 7,Xylazine,12 month-ending,02/28/2019,0,
01/04/2026,2019,3,Region 7,Xylazine,12 month-ending,03/31/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,4,Region 7,Xylazine,12 month-ending,04/30/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,5,Region 7,Xylazine,12 month-ending,05/31/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,6,Region 7,Xylazine,12 month-ending,06/30/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,7,Region 7,Xylazine,12 month-ending,07/31/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,8,Region 7,Xylazine,12 month-ending,08/31/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,9,Region 7,Xylazine,12 month-ending,09/30/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,10,Region 7,Xylazine,12 month-ending,10/31/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,11,Region 7,Xylazine,12 month-ending,11/30/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2019,12,Region 7,Xylazine,12 month-ending,12/31/2019,,Death counts between 1-9 are suppressed.
01/04/2026,2020,1,Region 7,Xylazine,12 month-ending,01/31/2020,,Death counts between 1-9 are suppressed.
01/04/2026,2020,2,Region 7,Xylazine,12 month-ending,02/29/2020,,Death counts between 1-9 are suppressed.
01/04/2026,2020,3,Region 7,Xylazine,12 month-ending,03/31/2020,,Death counts between 1-9 are suppressed.
01/04/2026,2020,4,Region 7,Xylazine,12 month-ending,04/30/2020,,Death counts between 1-9 are suppressed.
01/04/2026,2020,5,Region 7,Xylazine,12 month-ending,05/31/2020,,Death counts between 1-9 are suppressed.
01/04/2026,2020,6,Region 7,Xylazine,12 month-ending,06/30/2020,,Death counts between 1-9 are suppressed.
01/04/2026,2020,7,Region 7,Xylazine,12 month-ending,07/31/2020,,Death counts between 1-9 are suppressed.
01/04/2026,2020,8,Region 7,Xylazine,12 month-ending,08/31/2020,,Death counts between 1-9 are suppressed.
01/04/2026,2020,9,Region 7,Xylazine,12 month-ending,09/30/2020,,Death counts between 1-9 are suppressed.
01/04/2026,2020,10,Region 7,Xylazine,12 month-ending,10/31/2020,,Death counts between 1-9 are suppressed.
01/04/2026,2020,11,Region 7,Xylazine,12 month-ending,11/30/2020,,Death counts between 1-9 are suppressed.
01/04/2026,2020,12,Region 7,Xylazine,12 month-ending,12/31/2020,,Death counts between 1-9 are suppressed.
01/04/2026,2021,1,Region 7,Xylazine,12 month-ending,01/31/2021,,Death counts between 1-9 are suppressed.
01/04/2026,2021,2,Region 7,Xylazine,12 month-ending,02/28/2021,0,
01/04/2026,2021,3,Region 7,Xylazine,12 month-ending,03/31/2021,0,
01/04/2026,2021,4,Region 7,Xylazine,12 month-ending,04/30/2021,0,
01/04/2026,2021,5,Region 7,Xylazine,12 month-ending,05/31/2021,0,
01/04/2026,2021,6,Region 7,Xylazine,12 month-ending,06/30/2021,,Death counts between 1-9 are suppressed.
01/04/2026,2021,7,Region 7,Xylazine,12 month-ending,07/31/2021,,Death counts between 1-9 are suppressed.
01/04/2026,2021,8,Region 7,Xylazine,12 month-ending,08/31/2021,11,
01/04/2026,2021,9,Region 7,Xylazine,12 month-ending,09/30/2021,22,
01/04/2026,2021,10,Region 7,Xylazine,12 month-ending,10/31/2021,31,
01/04/2026,2021,11,Region 7,Xylazine,12 month-ending,11/30/2021,39,
01/04/2026,2021,12,Region 7,Xylazine,12 month-ending,12/31/2021,44,
01/04/2026,2022,1,Region 7,Xylazine,12 month-ending,01/31/2022,52,
01/04/2026,2022,2,Region 7,Xylazine,12 month-ending,02/28/2022,61,
01/04/2026,2022,3,Region 7,Xylazine,12 month-ending,03/31/2022,67,
01/04/2026,2022,4,Region 7,Xylazine,12 month-ending,04/30/2022,81,
01/04/2026,2022,5,Region 7,Xylazine,12 month-ending,05/31/2022,92,
01/04/2026,2022,6,Region 7,Xylazine,12 month-ending,06/30/2022,105,
01/04/2026,2022,7,Region 7,Xylazine,12 month-ending,07/31/2022,118,
01/04/2026,2022,8,Region 7,Xylazine,12 month-ending,08/31/2022,122,
01/04/2026,2022,9,Region 7,Xylazine,12 month-ending,09/30/2022,119,
01/04/2026,2022,10,Region 7,Xylazine,12 month-ending,10/31/2022,122,
01/04/2026,2022,11,Region 7,Xylazine,12 month-ending,11/30/2022,120,
01/04/2026,2022,12,Region 7,Xylazine,12 month-ending,12/31/2022,129,
01/04/2026,2023,1,Region 7,Xylazine,12 month-ending,01/31/2023,137,
01/04/2026,2023,2,Region 7,Xylazine,12 month-ending,02/28/2023,137,
01/04/2026,2023,3,Region 7,Xylazine,12 month-ending,03/31/2023,153,
01/04/2026,2023,4,Region 7,Xylazine,12 month-ending,04/30/2023,165,
01/04/2026,2023,5,Region 7,Xylazine,12 month-ending,05/31/2023,177,
01/04/2026,2023,6,Region 7,Xylazine,12 month-ending,06/30/2023,186,
01/04/2026,2023,7,Region 7,Xylazine,12 month-ending,07/31/2023,192,
01/04/2026,2023,8,Region 7,Xylazine,12 month-ending,08/31/2023,198,
01/04/2026,2023,9,Region 7,Xylazine,12 month-ending,09/30/2023,214,
01/04/2026,2023,10,Region 7,Xylazine,12 month-ending,10/31/2023,215,
01/04/2026,2023,11,Region 7,Xylazine,12 month-ending,11/30/2023,229,
01/04/2026,2023,12,Region 7,Xylazine,12 month-ending,12/31/2023,231,
01/04/2026,2024,1,Region 7,Xylazine,12 month-ending,01/31/2024,238,
01/04/2026,2024,2,Region 7,Xylazine,12 month-ending,02/29/2024,252,
01/04/2026,2024,3,Region 7,Xylazine,12 month-ending,03/31/2024,257,
01/04/2026,2024,4,Region 7,Xylazine,12 month-ending,04/30/2024,248,
01/04/2026,2024,5,Region 7,Xylazine,12 month-ending,05/31/2024,247,
01/04/2026,2024,6,Region 7,Xylazine,12 month-ending,06/30/2024,245,
01/04/2026,2024,7,Region 7,Xylazine,12 month-ending,07/31/2024,248,
01/04/2026,2024,8,Region 7,Xylazine,12 month-ending,08/31/2024,247,
01/04/2026,2024,9,Region 7,Xylazine,12 month-ending,09/30/2024,233,
01/04/2026,2024,10,Region 7,Xylazine,12 month-ending,10/31/2024,234,
01/04/2026,2024,11,Region 7,Xylazine,12 month-ending,11/30/2024,228,
01/04/2026,2024,12,Region 7,Xylazine,12 month-ending,12/31/2024,229,
01/04/2026,2025,1,Region 7,Xylazine,12 month-ending,01/31/2025,222,
01/04/2026,2025,2,Region 7,Xylazine,12 month-ending,02/28/2025,214,
01/04/2026,2025,3,Region 7,Xylazine,12 month-ending,03/31/2025,199,
01/04/2026,2025,4,Region 7,Xylazine,12 month-ending,04/30/2025,193,
01/04/2026,2025,5,Region 7,Xylazine,12 month-ending,05/31/2025,175,
01/04/2026,2025,6,Region 7,Xylazine,12 month-ending,06/30/2025,161,
01/04/2026,2019,1,Region 8,Xylazine,12 month-ending,01/31/2019,0,
01/04/2026,2019,2,Region 8,Xylazine,12 month-ending,02/28/2019,0,
01/04/2026,2019,3,Region 8,Xylazine,12 month-ending,03/31/2019,0,
01/04/2026,2019,4,Region 8,Xylazine,12 month-ending,04/30/2019,0,
01/04/2026,2019,5,Region 8,Xylazine,12 month-ending,05/31/2019,0,
01/04/2026,2019,6,Region 8,Xylazine,12 month-ending,06/30/2019,0,
01/04/2026,2019,7,Region 8,Xylazine,12 month-ending,07/31/2019,0,
01/04/2026,2019,8,Region 8,Xylazine,12 month-ending,08/31/2019,0,
01/04/2026,2019,9,Region 8,Xylazine,12 month-ending,09/30/2019,0,
01/04/2026,2019,10,Region 8,Xylazine,12 month-ending,10/31/2019,0,
01/04/2026,2019,11,Region 8,Xylazine,12 month-ending,11/30/2019,0,
01/04/2026,2019,12,Region 8,Xylazine,12 month-ending,12/31/2019,0,
01/04/2026,2020,1,Region 8,Xylazine,12 month-ending,01/31/2020,0,
01/04/2026,2020,2,Region 8,Xylazine,12 month-ending,02/29/2020,0,
01/04/2026,2020,3,Region 8,Xylazine,12 month-ending,03/31/2020,0,
01/04/2026,2020,4,Region 8,Xylazine,12 month-ending,04/30/2020,0,
01/04/2026,2020,5,Region 8,Xylazine,12 month-ending,05/31/2020,0,
01/04/2026,2020,6,Region 8,Xylazine,12 month-ending,06/30/2020,0,
01/04/2026,2020,7,Region 8,Xylazine,12 month-ending,07/31/2020,0,
01/04/2026,2020,8,Region 8,Xylazine,12 month-ending,08/31/2020,0,
01/04/2026,2020,9,Region 8,Xylazine,12 month-ending,09/30/2020,0,
01/04/2026,2020,10,Region 8,Xylazine,12 month-ending,10/31/2020,0,
01/04/2026,2020,11,Region 8,Xylazine,12 month-ending,11/30/2020,0,
01/04/2026,2020,12,Region 8,Xylazine,12 month-ending,12/31/2020,0,
01/04/2026,2021,1,Region 8,Xylazine,12 month-ending,01/31/2021,0,
01/04/2026,2021,2,Region 8,Xylazine,12 month-ending,02/28/2021,0,
01/04/2026,2021,3,Region 8,Xylazine,12 month-ending,03/31/2021,,Death counts between 1-9 are suppressed.
01/04/2026,2021,4,Region 8,Xylazine,12 month-ending,04/30/2021,,Death counts between 1-9 are suppressed.
01/04/2026,2021,5,Region 8,Xylazine,12 month-ending,05/31/2021,,Death counts between 1-9 are suppressed.
01/04/2026,2021,6,Region 8,Xylazine,12 month-ending,06/30/2021,,Death counts between 1-9 are suppressed.
01/04/2026,2021,7,Region 8,Xylazine,12 month-ending,07/31/2021,,Death counts between 1-9 are suppressed.
01/04/2026,2021,8,Region 8,Xylazine,12 month-ending,08/31/2021,,Death counts between 1-9 are suppressed.
01/04/2026,2021,9,Region 8,Xylazine,12 month-ending,09/30/2021,,Death counts between 1-9 are suppressed.
01/04/2026,2021,10,Region 8,Xylazine,12 month-ending,10/31/2021,,Death counts between 1-9 are suppressed.
01/04/2026,2021,11,Region 8,Xylazine,12 month-ending,11/30/2021,,Death counts between 1-9 are suppressed.
01/04/2026,2021,12,Region 8,Xylazine,12 month-ending,12/31/2021,,Death counts between 1-9 are suppressed.
01/04/2026,2022,1,Region 8,Xylazine,12 month-ending,01/31/2022,,Death counts between 1-9 are suppressed.
01/04/2026,2022,2,Region 8,Xylazine,12 month-ending,02/28/2022,,Death counts between 1-9 are suppressed.
01/04/2026,2022,3,Region 8,Xylazine,12 month-ending,03/31/2022,,Death counts between 1-9 are suppressed.
01/04/2026,2022,4,Region 8,Xylazine,12 month-ending,04/30/2022,,Death counts between 1-9 are suppressed.
01/04/2026,2022,5,Region 8,Xylazine,12 month-ending,05/31/2022,,Death counts between 1-9 are suppressed.
01/04/2026,2022,6,Region 8,Xylazine,12 month-ending,06/30/2022,,Death counts between 1-9 are suppressed.
01/04/2026,2022,7,Region 8,Xylazine,12 month-ending,07/31/2022,,Death counts between 1-9 are suppressed.
01/04/2026,2022,8,Region 8,Xylazine,12 month-ending,08/31/2022,,Death counts between 1-9 are suppressed.
01/04/2026,2022,9,Region 8,Xylazine,12 month-ending,09/30/2022,,Death counts between 1-9 are suppressed.
01/04/2026,2022,10,Region 8,Xylazine,12 month-ending,10/31/2022,,Death counts between 1-9 are suppressed.
01/04/2026,2022,11,Region 8,Xylazine,12 month-ending,11/30/2022,,Death counts between 1-9 are suppressed.
01/04/2026,2022,12,Region 8,Xylazine,12 month-ending,12/31/2022,,Death counts between 1-9 are suppressed.
01/04/2026,2023,1,Region 8,Xylazine,12 month-ending,01/31/2023,,Death counts between 1-9 are suppressed.
01/04/2026,2023,2,Region 8,Xylazine,12 month-ending,02/28/2023,,Death counts between 1-9 are suppressed.
01/04/2026,2023,3,Region 8,Xylazine,12 month-ending,03/31/2023,,Death counts between 1-9 are suppressed.
01/04/2026,2023,4,Region 8,Xylazine,12 month-ending,04/30/2023,,Death counts between 1-9 are suppressed.
01/04/2026,2023,5,Region 8,Xylazine,12 month-ending,05/31/2023,,Death counts between 1-9 are suppressed.
01/04/2026,2023,6,Region 8,Xylazine,12 month-ending,06/30/2023,,Death counts between 1-9 are suppressed.
01/04/2026,2023,7,Region 8,Xylazine,12 month-ending,07/31/2023,,Death counts between 1-9 are suppressed.
01/04/2026,2023,8,Region 8,Xylazine,12 month-ending,08/31/2023,,Death counts between 1-9 are suppressed.
01/04/2026,2023,9,Region 8,Xylazine,12 month-ending,09/30/2023,11,
01/04/2026,2023,10,Region 8,Xylazine,12 month-ending,10/31/2023,13,
01/04/2026,2023,11,Region 8,Xylazine,12 month-ending,11/30/2023,12,
01/04/2026,2023,12,Region 8,Xylazine,12 month-ending,12/31/2023,13,
01/04/2026,2024,1,Region 8,Xylazine,12 month-ending,01/31/2024,15,
01/04/2026,2024,2,Region 8,Xylazine,12 month-ending,02/29/2024,17,
01/04/2026,2024,3,Region 8,Xylazine,12 month-ending,03/31/2024,19,
01/04/2026,2024,4,Region 8,Xylazine,12 month-ending,04/30/2024,20,
01/04/2026,2024,5,Region 8,Xylazine,12 month-ending,05/31/2024,22,
01/04/2026,2024,6,Region 8,Xylazine,12 month-ending,06/30/2024,23,
01/04/2026,2024,7,Region 8,Xylazine,12 month-ending,07/31/2024,24,
01/04/2026,2024,8,Region 8,Xylazine,12 month-ending,08/31/2024,24,
01/04/2026,2024,9,Region 8,Xylazine,12 month-ending,09/30/2024,24,
